Consumption,hour,dayofweek,month,year,lag1,lag2,lag3,prediction
680,22,4,9,2020,584.0,741.0,685.0,644.20404
639,23,4,9,2020,544.0,744.0,630.0,632.6823
614,0,5,9,2020,458.0,704.0,616.0,530.45087
573,1,5,9,2020,449.0,661.0,543.0,503.445
525,2,5,9,2020,410.0,639.0,512.0,484.67413
485,3,5,9,2020,387.0,643.0,486.0,483.91635
486,4,5,9,2020,404.0,614.0,486.0,483.91635
476,5,5,9,2020,374.0,606.0,476.0,483.91635
492,6,5,9,2020,380.0,616.0,470.0,483.91635
469,7,5,9,2020,392.0,638.0,479.0,489.17694
481,8,5,9,2020,423.0,674.0,503.0,513.20056
566,9,5,9,2020,454.0,707.0,601.0,571.436
607,10,5,9,2020,437.0,723.0,657.0,618.7295
556,11,5,9,2020,544.0,783.0,655.0,628.3408
549,12,5,9,2020,482.0,762.0,660.0,628.3408
535,13,5,9,2020,490.0,724.0,649.0,628.3408
537,14,5,9,2020,455.0,722.0,630.0,628.3408
534,15,5,9,2020,448.0,702.0,618.0,628.3408
508,16,5,9,2020,455.0,711.0,622.0,628.3408
545,17,5,9,2020,492.0,708.0,616.0,628.3408
610,18,5,9,2020,516.0,743.0,649.0,641.94904
634,19,5,9,2020,571.0,763.0,650.0,642.1209
670,20,5,9,2020,579.0,810.0,684.0,642.1209
685,21,5,9,2020,633.0,829.0,654.0,642.1209
638,22,5,9,2020,600.0,772.0,623.0,642.1209
561,23,5,9,2020,584.0,778.0,570.0,630.5992
560,0,6,9,2020,515.0,736.0,522.0,530.9668
448,1,6,9,2020,455.0,679.0,479.0,503.9609
444,2,6,9,2020,409.0,642.0,455.0,485.19003
431,3,6,9,2020,367.0,615.0,433.0,483.52393
441,4,6,9,2020,412.0,609.0,413.0,483.52393
412,5,6,9,2020,382.0,612.0,402.0,483.52393
425,6,6,9,2020,387.0,607.0,431.0,483.52393
439,7,6,9,2020,424.0,609.0,430.0,488.46832
429,8,6,9,2020,489.0,619.0,464.0,512.49194
482,9,6,9,2020,555.0,680.0,512.0,570.7273
514,10,6,9,2020,592.0,690.0,576.0,618.0208
507,11,6,9,2020,586.0,762.0,572.0,627.63214
506,12,6,9,2020,570.0,782.0,591.0,627.63214
503,13,6,9,2020,565.0,770.0,623.0,627.63214
503,14,6,9,2020,552.0,760.0,613.0,627.63214
513,15,6,9,2020,563.0,751.0,599.0,627.63214
517,16,6,9,2020,550.0,765.0,564.0,627.63214
536,17,6,9,2020,551.0,773.0,585.0,627.63214
607,18,6,9,2020,603.0,776.0,614.0,641.94904
623,19,6,9,2020,625.0,776.0,628.0,642.1209
684,20,6,9,2020,621.0,829.0,683.0,642.1209
691,21,6,9,2020,641.0,846.0,655.0,642.1209
637,22,6,9,2020,613.0,772.0,650.0,642.1209
569,23,6,9,2020,561.0,755.0,620.0,630.5992
557,0,0,9,2020,528.0,725.0,556.0,530.03986
499,1,0,9,2020,480.0,692.0,464.0,503.44788
453,2,0,9,2020,440.0,644.0,467.0,484.677
437,3,0,9,2020,421.0,653.0,452.0,483.98035
452,4,0,9,2020,419.0,651.0,409.0,483.98035
480,5,0,9,2020,417.0,634.0,424.0,483.98035
464,6,0,9,2020,414.0,649.0,463.0,483.98035
519,7,0,9,2020,394.0,631.0,497.0,489.89963
545,8,0,9,2020,407.0,635.0,551.0,520.62024
589,9,0,9,2020,509.0,685.0,614.0,578.8556
649,10,0,9,2020,512.0,726.0,622.0,626.6991
673,11,0,9,2020,526.0,739.0,638.0,633.3804
665,12,0,9,2020,542.0,758.0,618.0,633.3804
629,13,0,9,2020,560.0,752.0,614.0,633.3804
655,14,0,9,2020,556.0,736.0,609.0,633.3804
641,15,0,9,2020,539.0,735.0,635.0,633.3804
640,16,0,9,2020,558.0,748.0,631.0,633.3804
622,17,0,9,2020,568.0,736.0,638.0,633.3804
658,18,0,9,2020,529.0,762.0,668.0,644.20404
707,19,0,9,2020,574.0,768.0,689.0,644.20404
754,20,0,9,2020,581.0,849.0,737.0,644.20404
717,21,0,9,2020,604.0,839.0,695.0,644.20404
694,22,0,9,2020,570.0,826.0,636.0,644.20404
620,23,0,9,2020,552.0,781.0,573.0,632.6823
595,0,1,9,2020,521.0,702.0,516.0,530.03986
500,1,1,9,2020,448.0,664.0,502.0,503.44788
527,2,1,9,2020,443.0,659.0,468.0,484.677
452,3,1,9,2020,393.0,660.0,468.0,483.98035
472,4,1,9,2020,387.0,647.0,460.0,483.98035
514,5,1,9,2020,428.0,612.0,429.0,483.98035
498,6,1,9,2020,417.0,622.0,446.0,483.98035
524,7,1,9,2020,400.0,679.0,497.0,489.89963
601,8,1,9,2020,402.0,697.0,557.0,520.62024
615,9,1,9,2020,459.0,733.0,611.0,578.8556
696,10,1,9,2020,477.0,742.0,655.0,626.6991
691,11,1,9,2020,510.0,734.0,665.0,633.3804
709,12,1,9,2020,470.0,752.0,656.0,633.3804
656,13,1,9,2020,558.0,766.0,659.0,633.3804
631,14,1,9,2020,537.0,727.0,659.0,633.3804
707,15,1,9,2020,521.0,720.0,632.0,633.3804
747,16,1,9,2020,513.0,730.0,624.0,633.3804
730,17,1,9,2020,548.0,740.0,627.0,633.3804
723,18,1,9,2020,571.0,728.0,646.0,644.20404
790,19,1,9,2020,589.0,785.0,689.0,644.20404
817,20,1,9,2020,569.0,817.0,735.0,644.20404
780,21,1,9,2020,646.0,788.0,735.0,644.20404
754,22,1,9,2020,603.0,780.0,685.0,644.20404
661,23,1,9,2020,585.0,752.0,652.0,632.6823
601,0,2,9,2020,501.0,691.0,582.0,530.03986
568,1,2,9,2020,469.0,647.0,534.0,503.44788
568,2,2,9,2020,444.0,600.0,504.0,484.677
521,3,2,9,2020,411.0,587.0,475.0,483.98035
508,4,2,9,2020,383.0,566.0,480.0,483.98035
539,5,2,9,2020,405.0,579.0,471.0,483.98035
534,6,2,9,2020,393.0,572.0,511.0,483.98035
546,7,2,9,2020,442.0,613.0,551.0,489.89963
593,8,2,9,2020,466.0,600.0,586.0,520.62024
654,9,2,9,2020,492.0,662.0,646.0,578.8556
676,10,2,9,2020,561.0,705.0,701.0,626.6991
672,11,2,9,2020,563.0,706.0,716.0,633.3804
704,12,2,9,2020,533.0,708.0,696.0,633.3804
728,13,2,9,2020,508.0,711.0,697.0,633.3804
712,14,2,9,2020,519.0,705.0,655.0,633.3804
743,15,2,9,2020,569.0,703.0,676.0,633.3804
752,16,2,9,2020,567.0,683.0,663.0,633.3804
748,17,2,9,2020,570.0,691.0,665.0,633.3804
769,18,2,9,2020,625.0,729.0,684.0,644.20404
775,19,2,9,2020,594.0,736.0,700.0,644.20404
747,20,2,9,2020,585.0,807.0,762.0,644.20404
765,21,2,9,2020,677.0,812.0,756.0,644.20404
721,22,2,9,2020,630.0,770.0,749.0,644.20404
683,23,2,9,2020,567.0,766.0,695.0,632.6823
624,0,3,9,2020,487.0,699.0,634.0,530.03986
566,1,3,9,2020,459.0,657.0,568.0,503.44788
504,2,3,9,2020,407.0,647.0,561.0,484.677
525,3,3,9,2020,450.0,624.0,554.0,483.98035
478,4,3,9,2020,391.0,619.0,523.0,483.98035
489,5,3,9,2020,410.0,630.0,537.0,483.98035
495,6,3,9,2020,427.0,637.0,547.0,483.98035
543,7,3,9,2020,456.0,624.0,586.0,489.89963
592,8,3,9,2020,525.0,656.0,633.0,520.62024
639,9,3,9,2020,537.0,656.0,672.0,578.8556
723,10,3,9,2020,588.0,694.0,698.0,626.6991
715,11,3,9,2020,524.0,691.0,724.0,633.3804
715,12,3,9,2020,571.0,740.0,696.0,633.3804
724,13,3,9,2020,558.0,738.0,703.0,633.3804
689,14,3,9,2020,585.0,766.0,660.0,633.3804
646,15,3,9,2020,584.0,745.0,680.0,633.3804
705,16,3,9,2020,536.0,712.0,669.0,633.3804
694,17,3,9,2020,557.0,696.0,678.0,633.3804
704,18,3,9,2020,578.0,703.0,683.0,644.20404
731,19,3,9,2020,631.0,749.0,711.0,644.20404
768,20,3,9,2020,612.0,776.0,782.0,644.20404
754,21,3,9,2020,646.0,763.0,763.0,644.20404
752,22,3,9,2020,698.0,744.0,730.0,644.20404
699,23,3,9,2020,599.0,730.0,671.0,632.6823
618,0,4,9,2020,527.0,668.0,625.0,530.03986
587,1,4,9,2020,467.0,680.0,540.0,503.44788
541,2,4,9,2020,446.0,663.0,510.0,484.677
537,3,4,9,2020,408.0,630.0,508.0,483.98035
535,4,4,9,2020,432.0,638.0,521.0,483.98035
547,5,4,9,2020,416.0,647.0,495.0,483.98035
559,6,4,9,2020,393.0,668.0,526.0,483.98035
542,7,4,9,2020,434.0,664.0,577.0,489.89963
618,8,4,9,2020,477.0,673.0,618.0,520.62024
697,9,4,9,2020,525.0,707.0,696.0,578.8556
739,10,4,9,2020,536.0,688.0,735.0,626.6991
736,11,4,9,2020,568.0,689.0,759.0,633.3804
740,12,4,9,2020,521.0,712.0,772.0,633.3804
737,13,4,9,2020,510.0,718.0,744.0,633.3804
706,14,4,9,2020,512.0,710.0,756.0,633.3804
681,15,4,9,2020,528.0,710.0,736.0,633.3804
720,16,4,9,2020,570.0,658.0,744.0,633.3804
777,17,4,9,2020,563.0,669.0,755.0,633.3804
814,18,4,9,2020,627.0,690.0,746.0,644.20404
810,19,4,9,2020,628.0,743.0,767.0,644.20404
812,20,4,9,2020,579.0,776.0,791.0,644.20404
818,21,4,9,2020,628.0,765.0,781.0,644.20404
729,22,4,9,2020,613.0,746.0,713.0,644.20404
728,23,4,9,2020,579.0,696.0,671.0,632.6823
644,0,5,9,2020,546.0,691.0,625.0,530.45087
626,1,5,9,2020,503.0,609.0,564.0,503.445
554,2,5,9,2020,465.0,632.0,537.0,484.67413
531,3,5,9,2020,416.0,592.0,506.0,483.91635
532,4,5,9,2020,453.0,595.0,490.0,483.91635
537,5,5,9,2020,438.0,588.0,503.0,483.91635
559,6,5,9,2020,446.0,586.0,525.0,483.91635
547,7,5,9,2020,450.0,595.0,529.0,489.17694
597,8,5,9,2020,474.0,603.0,562.0,513.20056
630,9,5,9,2020,531.0,599.0,615.0,571.436
708,10,5,9,2020,541.0,651.0,690.0,618.7295
698,11,5,9,2020,548.0,652.0,690.0,628.3408
715,12,5,9,2020,537.0,662.0,672.0,628.3408
719,13,5,9,2020,541.0,671.0,669.0,628.3408
695,14,5,9,2020,499.0,665.0,682.0,628.3408
670,15,5,9,2020,551.0,643.0,689.0,628.3408
722,16,5,9,2020,525.0,674.0,692.0,628.3408
687,17,5,9,2020,540.0,680.0,664.0,628.3408
715,18,5,9,2020,567.0,680.0,691.0,641.94904
726,19,5,9,2020,624.0,707.0,708.0,642.1209
779,20,5,9,2020,618.0,724.0,728.0,642.1209
785,21,5,9,2020,649.0,757.0,694.0,642.1209
743,22,5,9,2020,613.0,732.0,686.0,642.1209
688,23,5,9,2020,572.0,697.0,657.0,630.5992
648,0,6,9,2020,529.0,669.0,619.0,530.9668
609,1,6,9,2020,481.0,604.0,578.0,503.9609
605,2,6,9,2020,435.0,586.0,545.0,485.19003
574,3,6,9,2020,465.0,573.0,526.0,483.52393
526,4,6,9,2020,409.0,540.0,504.0,483.52393
547,5,6,9,2020,408.0,544.0,475.0,483.52393
569,6,6,9,2020,427.0,547.0,495.0,483.52393
569,7,6,9,2020,476.0,567.0,493.0,488.46832
580,8,6,9,2020,489.0,543.0,518.0,512.49194
615,9,6,9,2020,534.0,585.0,561.0,570.7273
607,10,6,9,2020,578.0,614.0,629.0,618.0208
620,11,6,9,2020,590.0,617.0,682.0,627.63214
661,12,6,9,2020,569.0,656.0,711.0,627.63214
658,13,6,9,2020,616.0,640.0,721.0,627.63214
636,14,6,9,2020,593.0,626.0,685.0,627.63214
634,15,6,9,2020,592.0,606.0,678.0,627.63214
695,16,6,9,2020,559.0,633.0,705.0,627.63214
673,17,6,9,2020,580.0,651.0,686.0,627.63214
699,18,6,9,2020,594.0,697.0,716.0,641.94904
731,19,6,9,2020,624.0,667.0,776.0,642.1209
783,20,6,9,2020,618.0,685.0,812.0,642.1209
771,21,6,9,2020,703.0,702.0,803.0,642.1209
747,22,6,9,2020,641.0,703.0,771.0,642.1209
675,23,6,9,2020,592.0,650.0,723.0,630.5992
649,0,0,9,2020,499.0,599.0,685.0,530.03986
589,1,0,9,2020,515.0,564.0,615.0,503.44788
577,2,0,9,2020,492.0,528.0,569.0,484.677
567,3,0,9,2020,418.0,534.0,558.0,483.98035
547,4,0,9,2020,429.0,526.0,549.0,483.98035
533,5,0,9,2020,418.0,524.0,548.0,483.98035
577,6,0,9,2020,427.0,537.0,576.0,483.98035
612,7,0,9,2020,410.0,533.0,629.0,489.89963
654,8,0,9,2020,426.0,569.0,659.0,520.62024
684,9,0,9,2020,469.0,578.0,696.0,578.8556
685,10,0,9,2020,499.0,606.0,773.0,626.6991
700,11,0,9,2020,499.0,634.0,776.0,633.3804
665,12,0,9,2020,561.0,632.0,778.0,633.3804
647,13,0,9,2020,545.0,626.0,780.0,633.3804
655,14,0,9,2020,587.0,613.0,754.0,633.3804
617,15,0,9,2020,560.0,626.0,773.0,633.3804
636,16,0,9,2020,558.0,583.0,767.0,633.3804
664,17,0,9,2020,600.0,648.0,777.0,633.3804
721,18,0,9,2020,592.0,659.0,786.0,644.20404
754,19,0,9,2020,598.0,664.0,791.0,644.20404
797,20,0,9,2020,600.0,696.0,845.0,644.20404
753,21,0,9,2020,664.0,688.0,830.0,644.20404
736,22,0,9,2020,620.0,671.0,791.0,644.20404
724,23,0,9,2020,577.0,633.0,735.0,632.6823
642,0,1,9,2020,520.0,629.0,677.0,530.03986
594,1,1,9,2020,520.0,595.0,655.0,503.44788
568,2,1,9,2020,484.0,542.0,612.0,484.677
538,3,1,9,2020,443.0,509.0,575.0,483.98035
539,4,1,9,2020,440.0,519.0,564.0,483.98035
542,5,1,9,2020,442.0,522.0,577.0,483.98035
539,6,1,9,2020,450.0,522.0,579.0,483.98035
546,7,1,9,2020,454.0,518.0,635.0,489.89963
588,8,1,9,2020,459.0,548.0,650.0,520.62024
650,9,1,9,2020,454.0,559.0,748.0,578.8556
671,10,1,9,2020,484.0,602.0,782.0,626.6991
672,11,1,9,2020,525.0,619.0,798.0,633.3804
654,12,1,9,2020,518.0,637.0,796.0,633.3804
657,13,1,9,2020,517.0,636.0,743.0,633.3804
669,14,1,9,2020,551.0,622.0,715.0,633.3804
699,15,1,9,2020,509.0,597.0,756.0,633.3804
645,16,1,9,2020,540.0,604.0,731.0,633.3804
712,17,1,9,2020,535.0,648.0,742.0,633.3804
778,18,1,9,2020,576.0,659.0,757.0,644.20404
744,19,1,9,2020,573.0,659.0,797.0,644.20404
765,20,1,9,2020,590.0,681.0,826.0,644.20404
750,21,1,9,2020,650.0,692.0,801.0,644.20404
696,22,1,9,2020,602.0,661.0,789.0,644.20404
653,23,1,9,2020,590.0,637.0,730.0,632.6823
603,0,2,9,2020,526.0,609.0,663.0,530.03986
568,1,2,9,2020,486.0,568.0,608.0,503.44788
536,2,2,9,2020,459.0,529.0,611.0,484.677
484,3,2,9,2020,451.0,543.0,563.0,483.98035
521,4,2,9,2020,435.0,540.0,557.0,483.98035
541,5,2,9,2020,422.0,556.0,556.0,483.98035
567,6,2,9,2020,439.0,542.0,607.0,483.98035
578,7,2,9,2020,406.0,561.0,640.0,489.89963
633,8,2,9,2020,405.0,520.0,670.0,520.62024
692,9,2,9,2020,473.0,580.0,733.0,578.8556
701,10,2,9,2020,538.0,599.0,754.0,626.6991
683,11,2,9,2020,536.0,603.0,757.0,633.3804
666,12,2,9,2020,541.0,651.0,772.0,633.3804
627,13,2,9,2020,523.0,641.0,758.0,633.3804
633,14,2,9,2020,518.0,607.0,730.0,633.3804
684,15,2,9,2020,566.0,623.0,707.0,633.3804
671,16,2,9,2020,571.0,617.0,713.0,633.3804
672,17,2,9,2020,590.0,638.0,734.0,633.3804
724,18,2,9,2020,590.0,653.0,753.0,644.20404
751,19,2,9,2020,635.0,669.0,780.0,644.20404
808,20,2,9,2020,616.0,704.0,847.0,644.20404
774,21,2,9,2020,676.0,710.0,841.0,644.20404
732,22,2,9,2020,681.0,667.0,787.0,644.20404
727,23,2,9,2020,598.0,650.0,723.0,632.6823
475,0,3,10,2020,544.0,583.0,669.0,622.68463
601,1,3,10,2020,480.0,554.0,628.0,595.7408
573,2,3,10,2020,479.0,568.0,574.0,563.7772
558,3,3,10,2020,437.0,514.0,551.0,562.67487
537,4,3,10,2020,413.0,502.0,551.0,562.67487
560,5,3,10,2020,392.0,536.0,539.0,562.67487
559,6,3,10,2020,473.0,548.0,587.0,562.67487
619,7,3,10,2020,444.0,500.0,649.0,582.3416
628,8,3,10,2020,501.0,517.0,683.0,627.2122
706,9,3,10,2020,543.0,522.0,728.0,675.30255
738,10,3,10,2020,579.0,577.0,758.0,720.25256
733,11,3,10,2020,585.0,578.0,743.0,721.72253
732,12,3,10,2020,568.0,603.0,766.0,721.72253
647,13,3,10,2020,589.0,603.0,733.0,721.72253
661,14,3,10,2020,566.0,603.0,706.0,721.72253
701,15,3,10,2020,557.0,602.0,718.0,721.72253
720,16,3,10,2020,571.0,596.0,737.0,721.72253
689,17,3,10,2020,654.0,577.0,743.0,721.72253
731,18,3,10,2020,626.0,603.0,752.0,745.0595
767,19,3,10,2020,658.0,630.0,759.0,745.0595
803,20,3,10,2020,653.0,659.0,825.0,745.0595
810,21,3,10,2020,673.0,664.0,842.0,745.0595
780,22,3,10,2020,658.0,628.0,773.0,737.929
700,23,3,10,2020,604.0,600.0,750.0,726.4073
657,0,4,10,2020,533.0,575.0,685.0,622.68463
614,1,4,10,2020,506.0,536.0,616.0,595.7408
560,2,4,10,2020,457.0,523.0,606.0,563.7772
559,3,4,10,2020,455.0,495.0,577.0,562.67487
538,4,4,10,2020,424.0,465.0,553.0,562.67487
576,5,4,10,2020,435.0,477.0,551.0,562.67487
557,6,4,10,2020,432.0,475.0,594.0,562.67487
605,7,4,10,2020,473.0,467.0,635.0,582.3416
629,8,4,10,2020,470.0,502.0,652.0,627.2122
726,9,4,10,2020,521.0,505.0,725.0,675.30255
706,10,4,10,2020,565.0,557.0,768.0,720.25256
751,11,4,10,2020,586.0,601.0,761.0,721.72253
743,12,4,10,2020,585.0,626.0,748.0,721.72253
758,13,4,10,2020,560.0,674.0,718.0,721.72253
721,14,4,10,2020,538.0,656.0,699.0,721.72253
734,15,4,10,2020,555.0,667.0,718.0,721.72253
712,16,4,10,2020,601.0,653.0,715.0,721.72253
713,17,4,10,2020,629.0,644.0,729.0,721.72253
709,18,4,10,2020,622.0,654.0,734.0,745.0595
768,19,4,10,2020,631.0,659.0,741.0,745.0595
807,20,4,10,2020,642.0,700.0,773.0,745.0595
809,21,4,10,2020,680.0,698.0,794.0,745.0595
748,22,4,10,2020,612.0,688.0,721.0,737.929
712,23,4,10,2020,538.0,651.0,709.0,726.4073
661,0,5,10,2020,491.0,610.0,666.0,623.09564
590,1,5,10,2020,443.0,564.0,631.0,595.7379
570,2,5,10,2020,406.0,535.0,582.0,563.77435
562,3,5,10,2020,406.0,502.0,552.0,562.61084
528,4,5,10,2020,392.0,502.0,545.0,562.61084
530,5,5,10,2020,450.0,516.0,530.0,562.61084
555,6,5,10,2020,420.0,518.0,570.0,562.61084
561,7,5,10,2020,422.0,524.0,576.0,577.83887
558,8,5,10,2020,494.0,584.0,605.0,616.01263
632,9,5,10,2020,497.0,602.0,656.0,664.10297
634,10,5,10,2020,518.0,618.0,722.0,708.5029
673,11,5,10,2020,513.0,629.0,718.0,712.90295
628,12,5,10,2020,565.0,624.0,731.0,712.90295
615,13,5,10,2020,582.0,635.0,705.0,712.90295
675,14,5,10,2020,557.0,643.0,707.0,712.90295
620,15,5,10,2020,590.0,640.0,675.0,712.90295
642,16,5,10,2020,633.0,656.0,696.0,712.90295
674,17,5,10,2020,618.0,611.0,697.0,712.90295
676,18,5,10,2020,601.0,680.0,718.0,739.0246
719,19,5,10,2020,637.0,653.0,752.0,739.1965
738,20,5,10,2020,624.0,684.0,794.0,739.1965
708,21,5,10,2020,678.0,708.0,769.0,739.1965
715,22,5,10,2020,622.0,683.0,748.0,732.06586
690,23,5,10,2020,591.0,615.0,683.0,720.5441
614,0,6,10,2020,507.0,590.0,675.0,623.6116
603,1,6,10,2020,481.0,561.0,609.0,596.25385
540,2,6,10,2020,442.0,564.0,570.0,564.2903
522,3,6,10,2020,402.0,490.0,555.0,562.21844
544,4,6,10,2020,417.0,487.0,530.0,562.21844
524,5,6,10,2020,389.0,502.0,549.0,562.21844
547,6,6,10,2020,415.0,510.0,556.0,562.21844
510,7,6,10,2020,430.0,501.0,545.0,577.1302
555,8,6,10,2020,505.0,516.0,586.0,615.30396
620,9,6,10,2020,563.0,563.0,625.0,663.3943
660,10,6,10,2020,521.0,584.0,698.0,707.79425
625,11,6,10,2020,542.0,613.0,676.0,712.1943
685,12,6,10,2020,556.0,633.0,676.0,712.1943
704,13,6,10,2020,594.0,656.0,688.0,712.1943
695,14,6,10,2020,560.0,654.0,669.0,712.1943
699,15,6,10,2020,535.0,611.0,653.0,712.1943
717,16,6,10,2020,582.0,620.0,651.0,712.1943
706,17,6,10,2020,562.0,594.0,672.0,712.1943
695,18,6,10,2020,622.0,589.0,694.0,739.0246
743,19,6,10,2020,647.0,603.0,716.0,739.1965
767,20,6,10,2020,628.0,608.0,758.0,739.1965
756,21,6,10,2020,684.0,637.0,746.0,739.1965
733,22,6,10,2020,662.0,621.0,723.0,732.06586
670,23,6,10,2020,608.0,590.0,635.0,720.5441
660,0,0,10,2020,564.0,605.0,606.0,622.68463
602,1,0,10,2020,513.0,545.0,565.0,595.7408
548,2,0,10,2020,463.0,493.0,515.0,563.7772
561,3,0,10,2020,483.0,523.0,514.0,562.67487
522,4,0,10,2020,469.0,500.0,494.0,562.67487
544,5,0,10,2020,430.0,507.0,490.0,562.67487
540,6,0,10,2020,487.0,496.0,492.0,562.67487
576,7,0,10,2020,466.0,501.0,571.0,582.3416
639,8,0,10,2020,457.0,502.0,590.0,627.2122
664,9,0,10,2020,552.0,546.0,655.0,675.30255
718,10,0,10,2020,587.0,597.0,717.0,720.25256
777,11,0,10,2020,580.0,605.0,735.0,721.72253
785,12,0,10,2020,603.0,633.0,701.0,721.72253
731,13,0,10,2020,616.0,627.0,695.0,721.72253
742,14,0,10,2020,603.0,627.0,696.0,721.72253
750,15,0,10,2020,602.0,594.0,730.0,721.72253
730,16,0,10,2020,618.0,612.0,718.0,721.72253
762,17,0,10,2020,626.0,619.0,701.0,721.72253
810,18,0,10,2020,607.0,632.0,690.0,745.0595
812,19,0,10,2020,628.0,655.0,753.0,745.0595
834,20,0,10,2020,624.0,681.0,740.0,745.0595
823,21,0,10,2020,643.0,752.0,741.0,745.0595
759,22,0,10,2020,637.0,715.0,730.0,737.929
718,23,0,10,2020,593.0,700.0,671.0,726.4073
632,0,1,10,2020,558.0,583.0,583.0,622.68463
610,1,1,10,2020,519.0,591.0,550.0,595.7408
593,2,1,10,2020,463.0,612.0,492.0,563.7772
572,3,1,10,2020,446.0,589.0,512.0,562.67487
577,4,1,10,2020,444.0,525.0,502.0,562.67487
592,5,1,10,2020,437.0,547.0,516.0,562.67487
589,6,1,10,2020,414.0,583.0,539.0,562.67487
615,7,1,10,2020,395.0,552.0,600.0,582.3416
622,8,1,10,2020,429.0,522.0,608.0,627.2122
660,9,1,10,2020,491.0,571.0,682.0,675.30255
692,10,1,10,2020,512.0,602.0,689.0,720.25256
639,11,1,10,2020,600.0,624.0,722.0,721.72253
655,12,1,10,2020,560.0,626.0,720.0,721.72253
628,13,1,10,2020,550.0,651.0,690.0,721.72253
597,14,1,10,2020,522.0,635.0,697.0,721.72253
641,15,1,10,2020,592.0,635.0,718.0,721.72253
629,16,1,10,2020,566.0,648.0,700.0,721.72253
678,17,1,10,2020,571.0,656.0,718.0,721.72253
692,18,1,10,2020,582.0,725.0,726.0,745.0595
738,19,1,10,2020,621.0,649.0,777.0,745.0595
766,20,1,10,2020,642.0,679.0,828.0,745.0595
757,21,1,10,2020,670.0,730.0,783.0,745.0595
722,22,1,10,2020,631.0,723.0,724.0,737.929
697,23,1,10,2020,611.0,677.0,667.0,726.4073
623,0,2,10,2020,492.0,641.0,597.0,622.68463
577,1,2,10,2020,494.0,596.0,561.0,595.7408
543,2,2,10,2020,475.0,548.0,542.0,563.7772
563,3,2,10,2020,423.0,526.0,528.0,562.67487
515,4,2,10,2020,462.0,536.0,537.0,562.67487
524,5,2,10,2020,453.0,531.0,529.0,562.67487
579,6,2,10,2020,408.0,572.0,529.0,562.67487
592,7,2,10,2020,457.0,524.0,581.0,582.3416
655,8,2,10,2020,505.0,566.0,664.0,627.2122
747,9,2,10,2020,558.0,600.0,647.0,675.30255
797,10,2,10,2020,617.0,612.0,702.0,720.25256
778,11,2,10,2020,616.0,624.0,735.0,721.72253
792,12,2,10,2020,625.0,650.0,717.0,721.72253
782,13,2,10,2020,569.0,606.0,711.0,721.72253
775,14,2,10,2020,586.0,617.0,691.0,721.72253
794,15,2,10,2020,637.0,621.0,684.0,721.72253
803,16,2,10,2020,632.0,622.0,724.0,721.72253
817,17,2,10,2020,611.0,657.0,716.0,721.72253
823,18,2,10,2020,591.0,651.0,719.0,745.0595
857,19,2,10,2020,701.0,681.0,758.0,745.0595
849,20,2,10,2020,695.0,643.0,765.0,745.0595
840,21,2,10,2020,703.0,703.0,734.0,745.0595
787,22,2,10,2020,653.0,698.0,704.0,737.929
715,23,2,10,2020,588.0,655.0,664.0,726.4073
656,0,3,10,2020,545.0,604.0,586.0,622.68463
597,1,3,10,2020,507.0,567.0,552.0,595.7408
584,2,3,10,2020,496.0,542.0,534.0,563.7772
545,3,3,10,2020,443.0,547.0,536.0,562.67487
552,4,3,10,2020,458.0,515.0,498.0,562.67487
552,5,3,10,2020,432.0,529.0,492.0,562.67487
576,6,3,10,2020,449.0,526.0,548.0,562.67487
625,7,3,10,2020,474.0,485.0,594.0,582.3416
665,8,3,10,2020,530.0,522.0,627.0,627.2122
716,9,3,10,2020,605.0,603.0,667.0,675.30255
721,10,3,10,2020,618.0,570.0,701.0,720.25256
695,11,3,10,2020,643.0,600.0,727.0,721.72253
741,12,3,10,2020,665.0,616.0,708.0,721.72253
638,13,3,10,2020,659.0,622.0,703.0,721.72253
762,14,3,10,2020,656.0,621.0,665.0,721.72253
736,15,3,10,2020,636.0,612.0,694.0,721.72253
774,16,3,10,2020,647.0,638.0,678.0,721.72253
788,17,3,10,2020,662.0,620.0,706.0,721.72253
836,18,3,10,2020,664.0,632.0,713.0,745.0595
878,19,3,10,2020,694.0,670.0,796.0,745.0595
829,20,3,10,2020,740.0,675.0,804.0,745.0595
834,21,3,10,2020,734.0,672.0,784.0,745.0595
779,22,3,10,2020,699.0,635.0,750.0,737.929
734,23,3,10,2020,628.0,605.0,677.0,726.4073
680,0,4,10,2020,575.0,564.0,644.0,622.68463
656,1,4,10,2020,563.0,534.0,590.0,595.7408
613,2,4,10,2020,516.0,498.0,563.0,563.7772
602,3,4,10,2020,478.0,511.0,513.0,562.67487
576,4,4,10,2020,479.0,511.0,534.0,562.67487
575,5,4,10,2020,480.0,493.0,504.0,562.67487
606,6,4,10,2020,471.0,524.0,559.0,562.67487
620,7,4,10,2020,486.0,480.0,582.0,582.3416
697,8,4,10,2020,557.0,489.0,628.0,627.2122
740,9,4,10,2020,566.0,543.0,709.0,675.30255
760,10,4,10,2020,576.0,545.0,705.0,720.25256
789,11,4,10,2020,596.0,601.0,720.0,721.72253
790,12,4,10,2020,629.0,607.0,718.0,721.72253
767,13,4,10,2020,605.0,579.0,708.0,721.72253
718,14,4,10,2020,577.0,601.0,697.0,721.72253
718,15,4,10,2020,584.0,581.0,691.0,721.72253
694,16,4,10,2020,615.0,616.0,716.0,721.72253
